dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-000208	GSM8K	ood	tabpfn2	128	128	29	4.94058895111084	2.222743563956679	1.405153512954712	-0.6096991300582886	42542.796875	206.25905283162726	130.39096069335938	-0.609699010848999	0.0
gsm8k-000212	GSM8K	ood	tabpfn2	128	128	12	1.962060809135437	1.4007358098997245	1.065767526626587	-0.959784746170044	245.42822265625	15.666148941467714	11.919788360595703	-0.9597845077514648	0.07692307692307693
gsm8k-000218	GSM8K	ood	tabpfn2	128	128	39	0.5101310014724731	0.7142345563415937	0.5500518083572388	-0.35363316535949707	128.58714294433594	11.339627107816902	8.732961654663086	-0.35363316535949707	0.0
gsm8k-000224	GSM8K	ood	tabpfn2	128	128	35	2.894899845123291	1.7014405205952077	1.2573491334915161	-0.9588756561279297	23056.439453125	151.84347023538746	112.21095275878906	-0.958875298500061	0.0
gsm8k-000297	GSM8K	ood	tabpfn2	128	128	44	1.8605945110321045	1.3640361106041528	1.3378621339797974	-14.080206871032715	1144.668212890625	33.8329456726816	33.183738708496094	-14.080208778381348	0.0
gsm8k-000313	GSM8K	ood	tabpfn2	128	128	43	7.3744683265686035	2.7155972320225628	1.8518829345703125	-0.9512442350387573	766847090688.0	875698.0590865781	597176.3125	-0.9512441158294678	0.0
gsm8k-000337	GSM8K	ood	tabpfn2	128	128	18	1.5321154594421387	1.2377865161012778	0.7655214071273804	-1.520484209060669	1244.0006103515625	35.2703928295612	21.813325881958008	-1.520484209060669	0.07692307692307693
gsm8k-000348	GSM8K	ood	tabpfn2	128	128	30	4.07414436340332	2.018450981174257	2.0012261867523193	-99.63236236572266	595.4578857421875	24.402005772931606	24.193767547607422	-99.63236999511719	0.0
gsm8k-000361	GSM8K	ood	tabpfn2	128	128	40	0.5628290772438049	0.7502193527521167	0.7201634645462036	-15.954256057739258	101.42461395263672	10.070978798142548	9.667508125305176	-15.954261779785156	0.0
gsm8k-000409	GSM8K	ood	tabpfn2	128	128	49	14.17863655090332	3.7654530339526637	3.215803861618042	-2.461350202560425	578487255040.0	760583.4964288931	649559.9375	-2.461350440979004	0.0
gsm8k-000420	GSM8K	ood	tabpfn2	128	128	21	0.23321101069450378	0.4829192589807366	0.24065658450126648	0.6061581373214722	76672136.0	8756.262673081479	4363.57080078125	0.6061581969261169	0.0
gsm8k-000473	GSM8K	ood	tabpfn2	128	128	24	40.94575881958008	6.398887311054953	5.009270191192627	-1.9035530090332031	2191.848388671875	46.817180486140714	36.650108337402344	-1.9035530090332031	0.15384615384615385
gsm8k-000509	GSM8K	ood	tabpfn2	128	128	27	0.040676139295101166	0.2016832647868959	0.13306944072246552	0.596564769744873	7.116814136505127	2.667735769619084	1.760156512260437	0.5965646505355835	0.3076923076923077
gsm8k-000534	GSM8K	ood	tabpfn2	128	128	32	1.8229483366012573	1.3501660403821663	1.034527063369751	-1.4981880187988281	61295.25	247.57877534231403	189.70030212402344	-1.4981882572174072	0.0
gsm8k-000539	GSM8K	ood	tabpfn2	128	128	22	3.894300699234009	1.9733982616881998	1.4016295671463013	-1.2687664031982422	61690.4375	248.37559763390607	176.4116973876953	-1.268766164779663	0.0
gsm8k-000568	GSM8K	ood	tabpfn2	128	128	28	1.1226743459701538	1.0595632807766386	0.5280218720436096	-0.891762375831604	6322.12744140625	79.51180693083418	39.62384796142578	-0.8917622566223145	0.038461538461538464
gsm8k-000575	GSM8K	ood	tabpfn2	128	128	33	10.42604923248291	3.228939335522256	2.206458806991577	-0.8713405132293701	168241.09375	410.1720294583725	280.2863464355469	-0.8713406324386597	0.0
gsm8k-000576	GSM8K	ood	tabpfn2	128	128	49	6.137221336364746	2.477341586532779	1.8076962232589722	-1.213951587677002	238086672.0	15430.057420502362	11259.189453125	-1.213951587677002	0.0
gsm8k-000591	GSM8K	ood	tabpfn2	128	128	43	39.04384994506836	6.248507817476774	4.7101874351501465	-0.9437233209609985	348427968.0	18666.22532811602	14070.787109375	-0.9437230825424194	0.0
gsm8k-000604	GSM8K	ood	tabpfn2	128	128	36	2.344787836074829	1.5312700075671923	1.5198954343795776	-103.2748031616211	453.0400695800781	21.284737949528015	21.12663459777832	-103.2748031616211	0.0
gsm8k-000639	GSM8K	ood	tabpfn2	128	128	34	13.591025352478027	3.6866007856124083	2.6010890007019043	-0.9063622951507568	1138398.25	1066.9574733793283	752.7939453125	-0.9063622951507568	0.0
gsm8k-000641	GSM8K	ood	tabpfn2	128	128	28	1.2703245878219604	1.1270867703162701	1.0971262454986572	-10.114472389221191	28349079552.0	168371.84904846773	163896.15625	-10.114471435546875	0.0
gsm8k-000642	GSM8K	ood	tabpfn2	128	128	52	72.25696563720703	8.500409733489736	6.387784004211426	-1.3649506568908691	171446190080.0	414060.61160173157	311153.21875	-1.3649506568908691	0.0
gsm8k-000670	GSM8K	ood	tabpfn2	128	128	28	1.2287030220031738	1.1084687735805523	0.9635744094848633	-5.026699066162109	17.304471969604492	4.159864417214159	3.6161043643951416	-5.026698112487793	0.0
gsm8k-000705	GSM8K	ood	tabpfn2	128	128	29	3.2191274166107178	1.7941926921628897	1.3564751148223877	-1.7218761444091797	2569496.5	1602.9649091605218	1211.89990234375	-1.721876859664917	0.0
gsm8k-000710	GSM8K	ood	tabpfn2	128	128	59	4.969687461853027	2.2292795835993804	2.132493495941162	-5.541362285614014	28848.8046875	169.84935880803317	162.47520446777344	-5.541362285614014	0.0
gsm8k-000720	GSM8K	ood	tabpfn2	128	128	28	7.893211841583252	2.809486045806822	2.5793046951293945	-7.109319686889648	144.39630126953125	12.01650120748678	11.031988143920898	-7.109320640563965	0.0
gsm8k-000728	GSM8K	ood	tabpfn2	128	128	36	4.075061321258545	2.0186781123444484	1.846551775932312	-7.182196617126465	732.5850830078125	27.066309002296794	24.758445739746094	-7.182197570800781	0.07692307692307693
gsm8k-000734	GSM8K	ood	tabpfn2	128	128	37	0.10796955972909927	0.32858721784192896	0.25549572706222534	0.2995918393135071	4.319528579711914	2.078347559892694	1.6160366535186768	0.29959189891815186	0.19230769230769232
gsm8k-000759	GSM8K	ood	tabpfn2	128	128	28	30.752199172973633	5.54546654240864	4.2695393562316895	-0.16543948650360107	1176725749760.0	1084769.9063672444	835180.875	-0.16543936729431152	0.0
gsm8k-000765	GSM8K	ood	tabpfn2	128	128	15	0.11802051961421967	0.34354114690124044	0.1614140421152115	0.4134659171104431	32303.748046875	179.7324345989755	84.44790649414062	0.41346585750579834	0.038461538461538464
gsm8k-000776	GSM8K	ood	tabpfn2	128	128	15	3.0100889205932617	1.7349607835894336	1.1154412031173706	-1.3475282192230225	1368292.625	1169.740409236169	752.049560546875	-1.3475284576416016	0.0
gsm8k-000785	GSM8K	ood	tabpfn2	128	128	49	111.91690063476562	10.57907843976807	7.482063293457031	-0.7032579183578491	7737253.0	2781.591810456739	1967.283447265625	-0.7032575607299805	0.0
gsm8k-000792	GSM8K	ood	tabpfn2	128	128	27	20.164628982543945	4.4905043127185555	2.8090105056762695	-0.5983457565307617	442790.15625	665.4247938347353	416.25286865234375	-0.5983457565307617	0.0
gsm8k-000800	GSM8K	ood	tabpfn2	128	128	18	0.0010137842036783695	0.03183997807283117	0.023512843996286392	0.9809412956237793	142.77764892578125	11.948960160858402	8.823942184448242	0.9809412956237793	0.07692307692307693
gsm8k-000812	GSM8K	ood	tabpfn2	128	128	66	3.6203360557556152	1.9027180704864333	1.7723562717437744	-5.395354747772217	2849.49951171875	53.38070355211469	49.72340393066406	-5.395354747772217	0.0
gsm8k-000819	GSM8K	ood	tabpfn2	128	128	22	0.17878268659114838	0.42282701733823536	0.3566744029521942	-1.2497336864471436	843953.4375	918.6693842182834	774.9407958984375	-1.2497332096099854	0.0
gsm8k-000823	GSM8K	ood	tabpfn2	128	128	27	0.6816654205322266	0.8256303171106464	0.610751211643219	-1.665135145187378	163.37754821777344	12.781922712087312	9.455290794372559	-1.6651356220245361	0.0
gsm8k-000844	GSM8K	ood	tabpfn2	128	128	41	9.98744010925293	3.160291143115287	2.8698606491088867	-2.914341449737549	1913308.25	1383.223861130222	1256.1058349609375	-2.914341926574707	0.0
gsm8k-000849	GSM8K	ood	tabpfn2	128	128	23	2.799583673477173	1.6731956471008322	1.3037567138671875	-1.6955370903015137	379812.34375	616.289172182994	480.2135009765625	-1.6955370903015137	0.0
gsm8k-000851	GSM8K	ood	tabpfn2	128	128	15	0.016154777258634567	0.12710144475431648	0.10641647130250931	0.7879890203475952	68.52723693847656	8.278117958719637	6.930905342102051	0.7879889607429504	0.038461538461538464
gsm8k-000881	GSM8K	ood	tabpfn2	128	128	24	0.9378386735916138	0.9684207110505298	0.6880389451980591	-0.6290551424026489	1566.92919921875	39.5844565355993	28.123779296875	-0.6290550231933594	0.0
gsm8k-000887	GSM8K	ood	tabpfn2	128	128	43	2.267540216445923	1.5058353882300426	1.1880505084991455	-1.6194019317626953	1200.32568359375	34.645716670228516	27.334238052368164	-1.6194021701812744	0.0
gsm8k-000900	GSM8K	ood	tabpfn2	128	128	25	0.005650280974805355	0.07516835088523198	0.032710619270801544	0.9612245559692383	1.9626924991607666	1.400961276824155	0.6096490621566772	0.9612245559692383	0.8076923076923077
gsm8k-000905	GSM8K	ood	tabpfn2	128	128	27	0.3197755813598633	0.5654870302313425	0.31624552607536316	-1.7494006156921387	3.5018248558044434	1.871316343060265	1.0465235710144043	-1.7494001388549805	0.6923076923076923
gsm8k-000919	GSM8K	ood	tabpfn2	128	128	22	11.16152286529541	3.3408865388240008	2.7044739723205566	-1.3333189487457275	72384368.0	8507.900328518195	6887.212890625	-1.3333187103271484	0.0
gsm8k-000926	GSM8K	ood	tabpfn2	128	128	84	3.4060721397399902	1.8455546970328434	1.8428852558135986	-239681019052032.0	3.1140482425689697	1.7646666094673435	1.76211416721344	0.0	0.0
gsm8k-000929	GSM8K	ood	tabpfn2	128	128	35	5.183467388153076	2.2767229493623233	1.6853301525115967	-1.4058020114898682	26846.30078125	163.84840793016573	121.28777313232422	-1.405801773071289	0.0
gsm8k-000942	GSM8K	ood	tabpfn2	128	128	28	2.875715494155884	1.695793470371874	1.495593786239624	-3.210855484008789	118695.0546875	344.5214865396642	303.8484191894531	-3.2108559608459473	0.0
gsm8k-000944	GSM8K	ood	tabpfn2	128	128	41	0.8103192448616028	0.9001773407843605	0.8388203382492065	-2.106207847595215	8354.7294921875	91.40420937893123	85.17401885986328	-2.106207847595215	0.0
gsm8k-000947	GSM8K	ood	tabpfn2	128	128	29	1.5823936462402344	1.2579322900061969	0.9743499755859375	-3.0702099800109863	193.106201171875	13.89626572759297	10.763558387756348	-3.0702104568481445	0.0
gsm8k-000958	GSM8K	ood	tabpfn2	128	128	19	1.4365819692611694	1.1985749744013385	0.9319641590118408	-0.23028457164764404	285749.9375	534.5558319764176	415.64935302734375	-0.2302844524383545	0.0
gsm8k-000960	GSM8K	ood	tabpfn2	128	128	41	4.861257553100586	2.204825968892009	1.7079945802688599	-2.019836664199829	1214.49267578125	34.849572103273374	26.996633529663086	-2.0198371410369873	0.0
gsm8k-000967	GSM8K	ood	tabpfn2	128	128	23	0.5066494345664978	0.7117931121937735	0.49032047390937805	-0.5381169319152832	3285.292724609375	57.31747311779694	39.48328399658203	-0.5381170511245728	0.0
gsm8k-000969	GSM8K	ood	tabpfn2	128	128	50	2.9809203147888184	1.7265341916072263	1.602128505706787	-3.790712833404541	10441423.0	3231.3190804994792	2998.486083984375	-3.7907118797302246	0.0
gsm8k-000973	GSM8K	ood	tabpfn2	128	128	32	1.858376145362854	1.363222705709839	1.2723135948181152	-5.755133152008057	2172.204833984375	46.606918306023786	43.49884796142578	-5.755133152008057	0.0
gsm8k-000989	GSM8K	ood	tabpfn2	128	128	32	4.446848392486572	2.1087551760426275	1.9427680969238281	-3.3970022201538086	8914.4736328125	94.41649025891876	86.98464965820312	-3.397002696990967	0.0
gsm8k-001002	GSM8K	ood	tabpfn2	128	128	44	8.28104305267334	2.8776801512109262	2.154310464859009	-0.5038188695907593	9373.7294921875	96.81802255875452	72.48062896728516	-0.5038187503814697	0.0
gsm8k-001023	GSM8K	ood	tabpfn2	128	128	36	3.951411724090576	1.98781581744652	1.5973045825958252	-1.6694352626800537	10615.8857421875	103.03342051095605	82.79225158691406	-1.6694355010986328	0.0
gsm8k-001031	GSM8K	ood	tabpfn2	128	128	26	0.3427460789680481	0.5854451972371523	0.5447758436203003	-7.979918479919434	2.882606029510498	1.6978239100420567	1.5798803567886353	-7.979914665222168	0.0
gsm8k-001048	GSM8K	ood	tabpfn2	128	128	30	5.491978645324707	2.3434970973578584	2.2238402366638184	-8.387348175048828	1073194240.0	32759.643465703346	31086.96484375	-8.387348175048828	0.0
gsm8k-001051	GSM8K	ood	tabpfn2	128	128	26	13.031810760498047	3.6099599389048693	2.7712669372558594	-1.5277793407440186	181704.578125	426.26819975808655	327.2344055175781	-1.5277791023254395	0.0
gsm8k-001073	GSM8K	ood	tabpfn2	128	128	34	0.21987754106521606	0.4689110161482838	0.429470956325531	-2.0264813899993896	19.846731185913086	4.454967024110626	4.080260753631592	-2.0264809131622314	0.0
gsm8k-001089	GSM8K	ood	tabpfn2	128	128	41	53.48713684082031	7.313490058844704	5.441517353057861	0.09065192937850952	1122637.75	1059.546011270865	788.3428955078125	0.09065192937850952	0.0
gsm8k-001091	GSM8K	ood	tabpfn2	128	128	29	3.955477237701416	1.9888381627727822	1.4264473915100098	-1.3098349571228027	78120392.0	8838.57409314421	6339.2587890625	-1.309835433959961	0.0
gsm8k-001095	GSM8K	ood	tabpfn2	128	128	30	2.840970039367676	1.6855177362957874	1.4069440364837646	-2.058485984802246	537383.3125	733.0643303967258	611.9072265625	-2.0584864616394043	0.0
gsm8k-001116	GSM8K	ood	tabpfn2	128	128	16	0.20928137004375458	0.45747280798289486	0.3177146315574646	0.31723999977111816	5616.068359375	74.94043207358095	52.04608917236328	0.31724005937576294	0.0
gsm8k-001128	GSM8K	ood	tabpfn2	128	128	25	0.6823898553848267	0.8260689168494519	0.39409035444259644	-0.32545554637908936	57.14556121826172	7.55946831584482	3.6063742637634277	-0.3254554271697998	0.5769230769230769
gsm8k-001129	GSM8K	ood	tabpfn2	128	128	29	1.8322713375091553	1.3536141760151432	0.8336511850357056	-2.271458387374878	85.35313415527344	9.238675995794713	5.689828872680664	-2.271458387374878	0.11538461538461539
gsm8k-001130	GSM8K	ood	tabpfn2	128	128	35	9.220561981201172	3.036537828053715	2.635673999786377	-3.523378849029541	2833.010498046875	53.226032146374344	46.19948196411133	-3.5233798027038574	0.0
gsm8k-001144	GSM8K	ood	tabpfn2	128	128	33	18.917499542236328	4.3494251967629385	3.7418415546417236	-2.5663740634918213	13889.169921875	117.8523225137078	101.38919067382812	-2.566373586654663	0.0
gsm8k-001180	GSM8K	ood	tabpfn2	128	128	32	12.299375534057617	3.5070465543042935	2.5425221920013428	-0.8957093954086304	12893932.0	3590.8121643995805	2603.250244140625	-0.8957091569900513	0.0
gsm8k-001181	GSM8K	ood	tabpfn2	128	128	32	8.363813400268555	2.8920258298066	2.5941267013549805	-3.1812644004821777	99.86170196533203	9.993082705818662	8.963726043701172	-3.1812644004821777	0.0
gsm8k-001196	GSM8K	ood	tabpfn2	128	128	29	2.5391595363616943	1.5934740463407913	1.131506085395813	-1.4475946426391602	16974.826171875	130.28747511512762	92.51551055908203	-1.4475948810577393	0.0
gsm8k-001229	GSM8K	ood	tabpfn2	128	128	25	2.267392635345459	1.5057863843671382	1.0550864934921265	-1.0483157634735107	23442.3203125	153.10885118927644	107.28153228759766	-1.0483157634735107	0.0
gsm8k-001236	GSM8K	ood	tabpfn2	128	128	37	0.9172632694244385	0.9577386227068628	0.8638315796852112	-2.6262636184692383	1195.52978515625	34.57643395661632	31.186185836791992	-2.6262636184692383	0.0
gsm8k-001261	GSM8K	ood	tabpfn2	128	128	46	4.037936687469482	2.009461790497516	1.682508945465088	-1.0546627044677734	139562.0625	373.58006170030006	312.7961120605469	-1.0546629428863525	0.0
gsm8k-001264	GSM8K	ood	tabpfn2	128	128	58	1.2786624431610107	1.1307795731976285	0.9134759902954102	-0.8975158929824829	634.3428955078125	25.186164763770854	20.346101760864258	-0.8975160121917725	0.0
gsm8k-001270	GSM8K	ood	tabpfn2	128	128	30	1.4884191751480103	1.2200078586419065	0.8539746403694153	-0.9600644111633301	8142513.0	2853.5088925741934	1997.384033203125	-0.9600644111633301	0.0
gsm8k-001293	GSM8K	ood	tabpfn2	128	128	26	9.016524314880371	3.002752789505052	2.1953234672546387	-1.320127248764038	20690839273472.0	4548718.420992005	3325584.5	-1.3201274871826172	0.0
2024-I-1	AIME	ood	tabpfn2	128	128	15	0.006264624651521444	0.07914938187706487	0.05825267359614372	0.7410414218902588	44.295711517333984	6.655502348984183	4.898343563079834	0.7410414218902588	0.038461538461538464
2024-I-14	AIME	ood	tabpfn2	128	128	23	494344.53125	703.0963883067527	285.5719909667969	-0.1975935697555542	3.551875336604798e+19	5959761183.642176	2420636672.0	-0.19759368896484375	0.0
2024-I-3	AIME	ood	tabpfn2	128	128	25	1.197870135307312	1.0944725374842952	0.9721021056175232	-2.681814193725586	197793.65625	444.7399872397354	395.0146179199219	-2.681814670562744	0.0
2024-I-4	AIME	ood	tabpfn2	128	128	30	15196.5888671875	123.27444531283643	63.047340393066406	-0.3540158271789551	1710806.875	1307.9781630440166	668.9508056640625	-0.3540158271789551	0.0
2024-I-7	AIME	ood	tabpfn2	128	128	39	6.4453606605529785	2.538771486477855	2.133753538131714	-2.3551299571990967	2229133.5	1493.0282984592086	1254.8409423828125	-2.355130672454834	0.0
2024-I-8	AIME	ood	tabpfn2	128	128	30	192.54623413085938	13.876102987901875	10.720159530639648	-1.4136054515838623	58929811456.0	242754.63220297158	187543.171875	-1.4136056900024414	0.0
2024-II-1	AIME	ood	tabpfn2	128	128	59	52.33332061767578	7.234177259210323	6.24603271484375	-2.6909842491149902	211369.078125	459.7489294441043	396.9500427246094	-2.690983772277832	0.0
2024-II-10	AIME	ood	tabpfn2	128	128	17	0.9494501352310181	0.9743973189777454	0.6954234838485718	-0.7806885242462158	7379443.5	2716.5131142698356	1938.764404296875	-0.7806885242462158	0.0
2024-II-13	AIME	ood	tabpfn2	128	128	30	55.46518325805664	7.447495099565803	6.554135799407959	-3.496542453765869	20859038.0	4567.169583013094	4019.318115234375	-3.4965415000915527	0.0
2024-II-14	AIME	ood	tabpfn2	128	128	16	0.03225737437605858	0.1796033807478539	0.0946517065167427	-567477731328.0	3081929.25	1755.5424375388936	925.1780395507812	0.0	0.0
2024-II-4	AIME	ood	tabpfn2	128	128	71	660.3161010742188	25.696616529695476	16.641469955444336	-0.7128194570541382	27633852.0	5256.791036364295	3404.367431640625	-0.7128194570541382	0.0
2024-II-6	AIME	ood	tabpfn2	128	128	10	4.243321418762207	2.0599323820849573	1.9887826442718506	-17.410781860351562	1823.021240234375	42.69685281416389	41.22210693359375	-17.41077995300293	0.0
